member_id,city,age,gender,membership_duration_months,membership_type,monthly_visits,avg_session_minutes,monthly_active_minutes,bmi,membership_renewed
CUST-000961,,30.0,Male,33.0,Annually,8.0,45.0,368.0,Normal,1
CUST-000962,Veles,29.0,Male,13.0,Quarterly,7.0,47.0,446.0,Overweight,1
CUST-000963,Bitola,18.0,Male,12.0,Annually,,60.0,585.0,Normal,1
CUST-000964,Stip,22.0,Male,35.0,Quarterly,4.0,30.0,,Normal,0
CUST-000965,Tetovo,19.0,Female,33.0,Quarterly,9.0,77.0,666.0,Overweight,1
CUST-000966,,32.0,Male,33.0,Monthly,8.0,31.0,311.0,Overweight,1
CUST-000967,Ohrid,18.0,Female,15.0,Quarterly,7.0,,477.0,Normal,1
CUST-000968,Stip,34.0,Male,19.0,Annually,3.0,,174.0,Overweight,1
CUST-000969,Skopje,24.0,Female,19.0,Quarterly,3.0,72.0,217.0,Normal,1
CUST-000970,Ohrid,18.0,Male,,Monthly,6.0,65.0,286.0,Underweight,0
CUST-000971,,20.0,Female,38.0,Quarterly,5.0,77.0,470.0,Normal,1
CUST-000972,,20.0,Male,24.0,Annually,1.0,54.0,32.0,Normal,0
CUST-000973,Prilep,18.0,Male,43.0,Annually,8.0,,415.0,Normal,1
CUST-000974,Bitola,25.0,Female,30.0,Monthly,5.0,,388.0,Normal,1
CUST-000975,Bitola,18.0,Male,17.0,Monthly,8.0,75.0,611.0,Normal,0
CUST-000976,Skopje,18.0,Male,29.0,Monthly,1.0,72.0,,Normal,1
CUST-000977,Tetovo,22.0,,40.0,Monthly,6.0,,420.0,Overweight,1
CUST-000978,Ohrid,18.0,Male,,Annually,8.0,63.0,516.0,Normal,1
CUST-000979,Tetovo,20.0,Female,34.0,Monthly,5.0,59.0,313.0,Overweight,1
CUST-000980,Tetovo,19.0,Female,20.0,Quarterly,9.0,66.0,526.0,Normal,1
CUST-000981,Kumanovo,19.0,Male,17.0,Monthly,4.0,90.0,351.0,Normal,0
CUST-000982,Tetovo,37.0,Male,26.0,Monthly,4.0,56.0,289.0,Normal,1
CUST-000983,Kumanovo,25.0,Male,40.0,Annually,6.0,,270.0,Normal,1
CUST-000984,Tetovo,26.0,Female,25.0,Quarterly,7.0,53.0,328.0,Overweight,1
CUST-000985,Kumanovo,18.0,Male,,Monthly,7.0,65.0,402.0,Normal,1
CUST-000986,Tetovo,21.0,Male,20.0,Monthly,4.0,30.0,129.0,Normal,0
CUST-000987,Ohrid,26.0,Male,16.0,Monthly,15.0,57.0,939.0,Underweight,1
CUST-000988,Bitola,18.0,,18.0,Annually,6.0,73.0,470.0,Normal,1
CUST-000989,Veles,30.0,Female,,Monthly,7.0,52.0,233.0,Normal,1
CUST-000990,Ohrid,18.0,Female,40.0,Quarterly,13.0,,844.0,Normal,1
CUST-000991,Tetovo,23.0,Female,17.0,Monthly,7.0,91.0,610.0,Underweight,1
CUST-000992,Bitola,21.0,Female,20.0,Quarterly,4.0,64.0,286.0,,0
CUST-000993,Prilep,25.0,,9.0,Monthly,3.0,,81.0,Normal,0
CUST-000994,Tetovo,21.0,Female,28.0,Annually,6.0,38.0,176.0,Normal,0
CUST-000995,,23.0,Female,36.0,Annually,1.0,56.0,51.0,,0
CUST-000996,Tetovo,23.0,,39.0,Monthly,5.0,47.0,208.0,Normal,1
CUST-000997,Ohrid,,Female,,Quarterly,,,445.0,Overweight,1
CUST-000998,Stip,27.0,Female,26.0,Monthly,5.0,55.0,,Normal,1
CUST-000999,Tetovo,26.0,,18.0,Monthly,7.0,77.0,471.0,Normal,1
CUST-001000,,24.0,Male,26.0,Monthly,,43.0,301.0,Normal,1
CUST-001001,Kumanovo,22.0,Male,23.0,Monthly,7.0,,458.0,,1
CUST-001002,,29.0,Female,20.0,Monthly,,63.0,475.0,Normal,1
CUST-001003,Stip,23.0,,21.0,Monthly,7.0,65.0,416.0,,1
CUST-001004,Bitola,23.0,Female,25.0,Annually,3.0,,141.0,Normal,0
CUST-001005,Stip,25.0,Male,16.0,Monthly,5.0,30.0,109.0,Overweight,0
CUST-001006,Veles,35.0,Female,17.0,Quarterly,7.0,,480.0,,0
CUST-001007,Tetovo,18.0,Male,40.0,Quarterly,6.0,,292.0,Normal,0
CUST-001008,,29.0,Female,52.0,Monthly,7.0,72.0,557.0,Overweight,1
CUST-001009,Tetovo,18.0,Female,5.0,Monthly,,70.0,318.0,Obese,1
CUST-001010,Ohrid,26.0,Male,4.0,Monthly,6.0,63.0,,Normal,1
CUST-001011,Veles,34.0,Male,8.0,Quarterly,7.0,64.0,511.0,Normal,1
CUST-001012,Bitola,27.0,Male,18.0,Monthly,,80.0,,Overweight,1
CUST-001013,Ohrid,26.0,Male,30.0,Quarterly,0.0,77.0,0.0,Overweight,0
CUST-001014,,21.0,Female,,Monthly,3.0,64.0,228.0,Overweight,0
CUST-001015,Veles,25.0,Female,,Monthly,10.0,92.0,,Overweight,1
CUST-001016,Prilep,23.0,Female,26.0,Annually,7.0,50.0,327.0,Normal,0
CUST-001017,Prilep,20.0,Female,11.0,Quarterly,5.0,42.0,,Normal,1
CUST-001018,Skopje,23.0,Male,17.0,Quarterly,5.0,59.0,285.0,Normal,1
CUST-001019,Skopje,26.0,Female,19.0,Monthly,5.0,54.0,,Overweight,0
CUST-001020,Skopje,20.0,Female,1.0,Monthly,4.0,30.0,187.0,Normal,0
CUST-001021,Skopje,20.0,Male,6.0,Annually,6.0,50.0,275.0,Normal,0
CUST-001022,Veles,18.0,,6.0,Quarterly,,65.0,225.0,Normal,0
CUST-001023,Veles,,Male,29.0,Monthly,7.0,59.0,,Normal,1
CUST-001024,Veles,28.0,,22.0,Annually,6.0,48.0,,Normal,1
CUST-001025,Skopje,26.0,Female,27.0,Quarterly,5.0,,255.0,Overweight,1
CUST-001026,Skopje,30.0,Female,1.0,Monthly,6.0,61.0,403.0,Overweight,1
CUST-001027,Ohrid,25.0,Male,2.0,Monthly,,70.0,288.0,Normal,1
CUST-001028,Tetovo,27.0,,27.0,Quarterly,,50.0,488.0,Underweight,1
CUST-001029,,26.0,Male,1.0,Monthly,9.0,73.0,675.0,Normal,1
CUST-001030,Prilep,24.0,Female,34.0,Quarterly,5.0,43.0,176.0,Obese,1
CUST-001031,Bitola,21.0,Male,1.0,Quarterly,8.0,,415.0,Normal,1
CUST-001032,Kumanovo,38.0,Female,30.0,Monthly,3.0,85.0,331.0,Normal,0
CUST-001033,Ohrid,22.0,Female,,Annually,6.0,44.0,,Normal,1
CUST-001034,Skopje,21.0,Male,32.0,Monthly,9.0,50.0,540.0,Normal,1
CUST-001035,Kumanovo,27.0,Male,58.0,Monthly,4.0,41.0,159.0,Normal,0
CUST-001036,Stip,26.0,,1.0,Quarterly,8.0,47.0,436.0,Normal,0
CUST-001037,,18.0,Male,28.0,Quarterly,3.0,,153.0,,0
CUST-001038,Prilep,31.0,Male,1.0,Monthly,6.0,70.0,426.0,Normal,1
CUST-001039,Veles,24.0,Male,25.0,Quarterly,8.0,59.0,416.0,Overweight,1
CUST-001040,Kumanovo,18.0,Male,17.0,Monthly,8.0,55.0,391.0,Normal,1
CUST-001041,Veles,32.0,Female,21.0,Annually,6.0,41.0,232.0,Normal,1
CUST-001042,Prilep,28.0,Female,9.0,Annually,,49.0,410.0,Normal,1
CUST-001043,Ohrid,18.0,Male,,Monthly,5.0,36.0,,Normal,1
CUST-001044,Kumanovo,,Male,2.0,Monthly,2.0,71.0,123.0,Normal,0
CUST-001045,Bitola,28.0,Male,34.0,Quarterly,8.0,72.0,,Normal,1
CUST-001046,Bitola,,Male,15.0,Monthly,7.0,59.0,334.0,Overweight,1
CUST-001047,Tetovo,34.0,Female,,Annually,5.0,66.0,372.0,Normal,1
CUST-001048,Kumanovo,25.0,Male,,Monthly,8.0,73.0,685.0,,1
CUST-001049,Skopje,24.0,Female,,Monthly,6.0,61.0,455.0,Normal,1
CUST-001050,Tetovo,21.0,Female,42.0,Monthly,10.0,80.0,,Normal,1
CUST-001051,Ohrid,28.0,Female,34.0,Monthly,10.0,44.0,442.0,Overweight,1
CUST-001052,Tetovo,27.0,Female,10.0,Monthly,7.0,54.0,356.0,Normal,0
CUST-001053,Stip,25.0,Male,18.0,Quarterly,6.0,52.0,341.0,Normal,1
CUST-001054,Skopje,20.0,Male,21.0,Quarterly,4.0,69.0,261.0,Normal,1
CUST-001055,Stip,25.0,Male,,Monthly,7.0,,161.0,Normal,0
CUST-001056,Prilep,24.0,Female,25.0,Monthly,5.0,81.0,454.0,Normal,1
CUST-001057,Veles,18.0,Female,22.0,Monthly,2.0,68.0,,Normal,1
CUST-001058,,18.0,Male,17.0,Monthly,4.0,86.0,255.0,Normal,1
CUST-001059,Ohrid,28.0,Male,19.0,Quarterly,5.0,59.0,,Normal,1
CUST-001060,,18.0,Male,35.0,Quarterly,8.0,51.0,395.0,Normal,1
CUST-001061,Kumanovo,26.0,Female,20.0,Quarterly,7.0,,483.0,Normal,1
CUST-001062,Bitola,22.0,Female,,Annually,2.0,75.0,,Normal,0
CUST-001063,,32.0,Female,13.0,Quarterly,6.0,,376.0,Normal,0
CUST-001064,Veles,22.0,Female,13.0,Annually,6.0,,,,1
CUST-001065,Prilep,28.0,Male,,Annually,3.0,32.0,,Normal,0
CUST-001066,Stip,22.0,Female,10.0,Monthly,4.0,63.0,,Normal,1
CUST-001067,Kumanovo,25.0,Female,37.0,Monthly,9.0,83.0,822.0,Normal,1
CUST-001068,Ohrid,29.0,Male,17.0,Monthly,5.0,40.0,166.0,Normal,1
CUST-001069,,22.0,Female,28.0,Monthly,,55.0,199.0,Normal,1
CUST-001070,Kumanovo,30.0,Male,1.0,Quarterly,4.0,,278.0,Normal,0
CUST-001071,Bitola,19.0,,,Monthly,7.0,88.0,695.0,Normal,1
CUST-001072,Veles,26.0,Female,,Monthly,7.0,,,Normal,1
CUST-001073,Tetovo,30.0,Female,14.0,Monthly,4.0,66.0,165.0,Normal,1
CUST-001074,,28.0,,22.0,Quarterly,1.0,73.0,101.0,Normal,0
CUST-001075,Bitola,36.0,Male,14.0,Quarterly,2.0,73.0,162.0,Normal,0
CUST-001076,Kumanovo,20.0,Female,1.0,Annually,7.0,40.0,276.0,Overweight,0
CUST-001077,Bitola,18.0,Female,31.0,Monthly,10.0,70.0,,Normal,1
CUST-001078,Prilep,19.0,Female,,Monthly,,44.0,297.0,,0
CUST-001079,Veles,28.0,Female,16.0,Annually,5.0,57.0,347.0,Normal,1
CUST-001080,,27.0,Male,8.0,Quarterly,8.0,77.0,669.0,Overweight,1
CUST-001081,Stip,25.0,Female,2.0,Monthly,9.0,61.0,561.0,,1
CUST-001082,Stip,18.0,Female,22.0,Quarterly,8.0,76.0,,Overweight,1
CUST-001083,Tetovo,29.0,Male,39.0,Monthly,,79.0,528.0,Normal,1
CUST-001084,,18.0,Female,22.0,Annually,5.0,33.0,,,0
CUST-001085,Veles,31.0,Female,3.0,Quarterly,,30.0,,Normal,0
CUST-001086,Veles,42.0,Female,22.0,Monthly,5.0,77.0,388.0,Normal,1
CUST-001087,,27.0,Female,19.0,Quarterly,7.0,78.0,624.0,Normal,1
CUST-001088,Kumanovo,28.0,Male,,Monthly,11.0,63.0,662.0,,1
CUST-001089,Bitola,,Female,27.0,Monthly,5.0,65.0,354.0,Overweight,1
CUST-001090,Tetovo,18.0,Male,1.0,Annually,8.0,73.0,495.0,Normal,1
CUST-001091,Prilep,21.0,Female,,Quarterly,7.0,73.0,575.0,Overweight,1
CUST-001092,Veles,18.0,,7.0,Monthly,9.0,,499.0,,1
CUST-001093,Prilep,18.0,,2.0,Monthly,6.0,74.0,427.0,Overweight,0
CUST-001094,Ohrid,35.0,Female,17.0,Annually,1.0,54.0,181.0,Normal,0
CUST-001095,Skopje,26.0,Female,24.0,Monthly,4.0,63.0,316.0,Normal,0
CUST-001096,Veles,27.0,Female,1.0,Monthly,9.0,63.0,504.0,Normal,1
CUST-001097,Veles,23.0,,28.0,Quarterly,6.0,47.0,275.0,Normal,1
CUST-001098,,23.0,Female,29.0,Annually,10.0,48.0,644.0,Normal,1
CUST-001099,Prilep,,Female,20.0,Quarterly,8.0,93.0,862.0,Normal,1
CUST-001100,Prilep,24.0,Male,9.0,Annually,5.0,46.0,285.0,Normal,0
CUST-001101,Prilep,28.0,Female,8.0,Monthly,7.0,65.0,,Overweight,0
CUST-001102,Stip,23.0,Female,32.0,Annually,7.0,68.0,555.0,Normal,1
CUST-001103,,22.0,Female,1.0,Monthly,5.0,59.0,256.0,Overweight,0
CUST-001104,Ohrid,18.0,,32.0,Quarterly,5.0,70.0,429.0,Obese,0
CUST-001105,Bitola,18.0,Male,18.0,Quarterly,6.0,64.0,340.0,Normal,1
CUST-001106,Bitola,23.0,,18.0,Monthly,,,351.0,Normal,1
CUST-001107,Stip,25.0,Male,1.0,Monthly,3.0,68.0,165.0,Normal,0
CUST-001108,Stip,18.0,Male,18.0,Monthly,3.0,51.0,131.0,Overweight,1
CUST-001109,Skopje,24.0,Male,27.0,Monthly,6.0,86.0,553.0,Normal,1
CUST-001110,,25.0,Male,3.0,Annually,5.0,66.0,250.0,Normal,0
CUST-001111,Bitola,18.0,Male,25.0,Monthly,6.0,49.0,,Overweight,1
CUST-001112,Bitola,19.0,Female,21.0,Quarterly,8.0,65.0,,Overweight,1
CUST-001113,Ohrid,27.0,Male,12.0,Monthly,6.0,,211.0,Normal,0
CUST-001114,Bitola,27.0,,30.0,Monthly,0.0,63.0,37.0,Normal,0
CUST-001115,Prilep,18.0,Male,1.0,Monthly,8.0,56.0,525.0,Normal,1
CUST-001116,Stip,25.0,Female,24.0,Monthly,3.0,47.0,121.0,,1
CUST-001117,Tetovo,,Male,39.0,Quarterly,7.0,47.0,,Overweight,0
CUST-001118,Kumanovo,29.0,Male,,Annually,9.0,,808.0,Normal,1
CUST-001119,Prilep,24.0,Female,24.0,Monthly,9.0,61.0,,,1
CUST-001120,,22.0,Male,,Annually,8.0,53.0,442.0,Overweight,1
CUST-001121,Skopje,21.0,Female,12.0,Quarterly,7.0,50.0,345.0,Normal,1
CUST-001122,Ohrid,27.0,Male,16.0,Quarterly,6.0,67.0,427.0,,1
CUST-001123,Bitola,26.0,Male,26.0,Monthly,6.0,50.0,321.0,Normal,1
CUST-001124,Veles,28.0,Male,10.0,Monthly,4.0,43.0,221.0,Underweight,0
CUST-001125,Veles,25.0,Female,29.0,Annually,6.0,59.0,329.0,Normal,1
CUST-001126,,29.0,Male,,Quarterly,7.0,59.0,,Normal,1
CUST-001127,Kumanovo,25.0,,19.0,Monthly,4.0,,,,1
CUST-001128,,29.0,Male,3.0,Annually,5.0,46.0,,Overweight,0
CUST-001129,,30.0,Female,3.0,Monthly,3.0,,177.0,,0
CUST-001130,Prilep,20.0,Male,29.0,Annually,6.0,52.0,269.0,,1
CUST-001131,,18.0,Male,,Monthly,6.0,50.0,338.0,Obese,1
CUST-001132,Veles,34.0,Male,30.0,Annually,3.0,64.0,,Overweight,0
CUST-001133,Veles,26.0,Female,13.0,Monthly,5.0,93.0,,Normal,0
CUST-001134,Tetovo,18.0,Male,29.0,Monthly,6.0,79.0,541.0,Normal,1
CUST-001135,Skopje,20.0,Female,18.0,Quarterly,9.0,89.0,733.0,Normal,1
CUST-001136,Kumanovo,29.0,Female,11.0,Monthly,,51.0,165.0,Normal,0
CUST-001137,Ohrid,23.0,Female,15.0,Annually,3.0,,,Overweight,1
CUST-001138,,21.0,Male,5.0,Monthly,5.0,63.0,219.0,Normal,0
CUST-001139,Tetovo,,Female,43.0,Monthly,9.0,74.0,576.0,,1
CUST-001140,Stip,18.0,,18.0,Monthly,6.0,66.0,403.0,Normal,1
CUST-001141,Ohrid,20.0,,27.0,Annually,,54.0,475.0,Normal,1
CUST-001142,Stip,26.0,Female,13.0,Quarterly,2.0,70.0,217.0,Normal,1
CUST-001143,Veles,27.0,,7.0,Annually,7.0,67.0,,Normal,1
CUST-001144,Ohrid,27.0,Female,17.0,Monthly,5.0,,216.0,Normal,1
CUST-001145,Prilep,30.0,,,Annually,6.0,58.0,298.0,Normal,1
CUST-001146,,26.0,Male,13.0,Quarterly,6.0,73.0,387.0,Normal,1
CUST-001147,Veles,27.0,Female,9.0,Monthly,4.0,64.0,,Normal,1
CUST-001148,Kumanovo,23.0,Female,21.0,Monthly,6.0,67.0,487.0,Normal,1
CUST-001149,Veles,25.0,Female,25.0,Monthly,4.0,,130.0,Overweight,0
CUST-001150,Ohrid,25.0,Female,39.0,Annually,9.0,63.0,644.0,Normal,1
CUST-001151,Tetovo,26.0,Male,24.0,Annually,5.0,58.0,174.0,Normal,1
CUST-001152,,29.0,,27.0,Monthly,,56.0,471.0,Normal,1
CUST-001153,Stip,28.0,Male,28.0,Annually,4.0,49.0,189.0,,0
CUST-001154,Ohrid,25.0,Female,6.0,Monthly,5.0,73.0,352.0,Normal,1
CUST-001155,Tetovo,20.0,Male,8.0,Monthly,6.0,65.0,,Normal,1
CUST-001156,Skopje,25.0,Female,6.0,Monthly,6.0,63.0,,Normal,1
CUST-001157,Veles,,Female,4.0,Monthly,10.0,90.0,926.0,Normal,1
CUST-001158,Prilep,26.0,Female,29.0,Monthly,6.0,67.0,405.0,Normal,1
CUST-001159,Ohrid,38.0,Male,,Monthly,7.0,78.0,602.0,Normal,1
CUST-001160,Tetovo,21.0,Female,20.0,Monthly,7.0,64.0,543.0,Normal,1
CUST-001161,,27.0,Male,1.0,Quarterly,2.0,54.0,115.0,,0
CUST-001162,Veles,31.0,,44.0,Annually,5.0,44.0,,Normal,1
CUST-001163,Tetovo,25.0,,9.0,Quarterly,8.0,,435.0,Normal,0
CUST-001164,Tetovo,39.0,Male,44.0,Monthly,6.0,30.0,281.0,Overweight,0
CUST-001165,Skopje,22.0,Male,2.0,Annually,3.0,,286.0,Normal,0
CUST-001166,Skopje,26.0,Female,10.0,Monthly,3.0,64.0,245.0,Normal,0
CUST-001167,Prilep,20.0,Male,1.0,Annually,7.0,,,Underweight,1
CUST-001168,Stip,22.0,Female,24.0,Quarterly,1.0,58.0,106.0,,0
CUST-001169,Stip,26.0,Female,,Monthly,4.0,,242.0,Normal,0
CUST-001170,,30.0,Female,7.0,Monthly,7.0,80.0,522.0,Overweight,0
CUST-001171,Kumanovo,26.0,Male,3.0,Annually,3.0,54.0,163.0,Normal,1
CUST-001172,Prilep,32.0,Male,29.0,Annually,2.0,45.0,23.0,Overweight,0
CUST-001173,,24.0,Male,28.0,Quarterly,11.0,,740.0,Normal,1
CUST-001174,Skopje,23.0,Male,41.0,Annually,7.0,,,Normal,1
CUST-001175,,41.0,Female,11.0,Annually,7.0,54.0,,Overweight,1
CUST-001176,Ohrid,27.0,Male,22.0,Monthly,5.0,53.0,273.0,Normal,0
CUST-001177,,20.0,Male,4.0,Monthly,7.0,,,Normal,1
CUST-001178,Ohrid,20.0,Male,15.0,Monthly,1.0,,40.0,Normal,0
CUST-001179,Skopje,19.0,Female,13.0,Quarterly,4.0,67.0,274.0,Normal,1
CUST-001180,Tetovo,30.0,Male,25.0,Monthly,7.0,59.0,400.0,Overweight,1
CUST-001181,Stip,22.0,Female,32.0,Annually,5.0,72.0,361.0,Normal,1
CUST-001182,Kumanovo,25.0,Male,31.0,Quarterly,3.0,60.0,194.0,Overweight,1
CUST-001183,Prilep,24.0,Female,9.0,Monthly,,66.0,627.0,Normal,1
CUST-001184,Prilep,29.0,Female,31.0,Monthly,,62.0,371.0,Normal,1
CUST-001185,Ohrid,19.0,Male,19.0,Monthly,7.0,68.0,467.0,Normal,1
CUST-001186,Bitola,18.0,Male,,Quarterly,2.0,53.0,,Obese,0
CUST-001187,Tetovo,,Male,11.0,Annually,7.0,42.0,404.0,Overweight,1
CUST-001188,Tetovo,28.0,Male,13.0,Monthly,7.0,,,Normal,1
CUST-001189,Skopje,26.0,Male,40.0,Quarterly,5.0,82.0,274.0,Normal,1
CUST-001190,Prilep,20.0,Female,23.0,Quarterly,,43.0,,Normal,0
CUST-001191,Ohrid,29.0,Female,22.0,Monthly,5.0,62.0,,Overweight,1
CUST-001192,Bitola,20.0,Male,16.0,Quarterly,3.0,53.0,212.0,Normal,0
CUST-001193,Kumanovo,21.0,Female,49.0,Monthly,6.0,73.0,397.0,Normal,1
CUST-001194,Tetovo,19.0,Male,,Monthly,7.0,63.0,,Overweight,1
CUST-001195,Kumanovo,32.0,Female,11.0,Monthly,2.0,109.0,215.0,Normal,0
CUST-001196,Kumanovo,28.0,Male,16.0,Annually,7.0,55.0,445.0,Normal,1
CUST-001197,Stip,28.0,Female,17.0,Monthly,6.0,,485.0,Normal,1
CUST-001198,Veles,32.0,Female,21.0,Monthly,8.0,84.0,632.0,,1
CUST-001199,Tetovo,,Male,11.0,Quarterly,6.0,68.0,,Normal,1
CUST-001200,Stip,18.0,,25.0,Annually,4.0,60.0,217.0,Normal,1
CUST-001201,Prilep,20.0,Male,37.0,Quarterly,,61.0,311.0,Normal,0
CUST-001202,Stip,21.0,Female,4.0,Monthly,6.0,60.0,323.0,Normal,1
CUST-001203,Veles,19.0,Female,,Quarterly,6.0,76.0,628.0,Normal,1
CUST-001204,Kumanovo,18.0,Female,14.0,Monthly,,46.0,212.0,Normal,1
CUST-001205,Stip,23.0,Female,14.0,Quarterly,10.0,57.0,,Normal,1
CUST-001206,Tetovo,,Female,43.0,Monthly,5.0,55.0,260.0,Overweight,1
CUST-001207,Kumanovo,27.0,Male,32.0,Monthly,7.0,34.0,348.0,Normal,1
CUST-001208,Ohrid,25.0,Female,31.0,Monthly,5.0,72.0,293.0,Normal,1
CUST-001209,Stip,27.0,Female,16.0,Quarterly,4.0,75.0,306.0,Normal,1
CUST-001210,Tetovo,28.0,Male,16.0,Monthly,4.0,50.0,241.0,Normal,1
CUST-001211,Veles,28.0,Female,2.0,Monthly,7.0,,514.0,Normal,1
CUST-001212,Prilep,22.0,Male,29.0,Quarterly,5.0,36.0,133.0,Normal,0
CUST-001213,Veles,37.0,Male,25.0,Annually,,,238.0,Normal,1
CUST-001214,Skopje,26.0,Female,35.0,Monthly,6.0,,329.0,Normal,0
CUST-001215,Skopje,18.0,Male,17.0,Quarterly,6.0,,,Normal,1
CUST-001216,Tetovo,18.0,Male,18.0,Quarterly,4.0,61.0,299.0,Normal,0
CUST-001217,Kumanovo,18.0,Male,22.0,Monthly,5.0,58.0,314.0,Normal,1
CUST-001218,Veles,25.0,Female,30.0,Annually,4.0,54.0,249.0,Normal,1
CUST-001219,Prilep,24.0,Female,2.0,Annually,4.0,58.0,251.0,Normal,1
CUST-001220,,22.0,Male,28.0,Monthly,7.0,80.0,617.0,Normal,1
CUST-001221,,37.0,Male,19.0,Monthly,11.0,51.0,639.0,Normal,1
CUST-001222,Stip,28.0,Male,7.0,Monthly,11.0,93.0,1005.0,Normal,1
CUST-001223,Kumanovo,29.0,Female,1.0,Monthly,,50.0,299.0,,1
CUST-001224,Prilep,19.0,Male,18.0,Quarterly,6.0,63.0,300.0,Normal,1
CUST-001225,,19.0,Female,37.0,Annually,3.0,68.0,68.0,Overweight,0
CUST-001226,Skopje,25.0,,40.0,Annually,4.0,55.0,,Normal,1
CUST-001227,Stip,26.0,Male,24.0,Monthly,8.0,80.0,619.0,Normal,1
CUST-001228,Bitola,18.0,Female,43.0,Monthly,10.0,68.0,,Normal,1
CUST-001229,Ohrid,23.0,Female,19.0,Monthly,3.0,56.0,94.0,Normal,0
CUST-001230,Veles,25.0,Female,31.0,Monthly,,80.0,,Overweight,1
CUST-001231,Kumanovo,23.0,Male,14.0,Monthly,6.0,,221.0,Overweight,1
CUST-001232,Stip,20.0,Female,13.0,Annually,11.0,51.0,599.0,Normal,1
CUST-001233,Kumanovo,21.0,Female,11.0,Annually,5.0,68.0,309.0,Overweight,1
CUST-001234,Kumanovo,23.0,,1.0,Monthly,8.0,,,Normal,1
CUST-001235,Ohrid,25.0,Female,35.0,Monthly,5.0,,275.0,Overweight,1
CUST-001236,Skopje,28.0,Male,12.0,Quarterly,7.0,,,Normal,1
CUST-001237,Skopje,31.0,Female,10.0,Monthly,9.0,,,,1
CUST-001238,Ohrid,23.0,Female,5.0,Quarterly,4.0,76.0,274.0,Normal,0
CUST-001239,,22.0,,17.0,Monthly,6.0,63.0,419.0,Normal,1
CUST-001240,Tetovo,27.0,Male,41.0,Quarterly,8.0,,353.0,Normal,1
CUST-001241,Veles,28.0,,45.0,Monthly,4.0,,163.0,Normal,0
CUST-001242,Stip,,Female,,Quarterly,6.0,82.0,489.0,Normal,1
CUST-001243,Prilep,29.0,Male,,Monthly,4.0,49.0,,Normal,0
CUST-001244,Stip,30.0,Female,7.0,Quarterly,5.0,64.0,266.0,Normal,1
CUST-001245,,,Male,31.0,Annually,9.0,,,Overweight,1
CUST-001246,Veles,35.0,Male,23.0,Monthly,,68.0,829.0,Normal,1
CUST-001247,Prilep,19.0,Female,12.0,Monthly,,48.0,346.0,Normal,1
CUST-001248,Ohrid,25.0,Male,20.0,Monthly,5.0,,222.0,Normal,0
CUST-001249,Stip,25.0,Female,14.0,Monthly,,88.0,,Normal,1
CUST-001250,Bitola,24.0,Male,39.0,Quarterly,7.0,44.0,,Underweight,1
CUST-001251,,21.0,Female,26.0,Quarterly,3.0,,56.0,Overweight,1
CUST-001252,Skopje,18.0,Male,,Monthly,,65.0,,Normal,0
CUST-001253,Veles,25.0,Female,1.0,Annually,4.0,56.0,,Normal,0
CUST-001254,Kumanovo,20.0,Female,19.0,Quarterly,10.0,68.0,641.0,Overweight,1
CUST-001255,Skopje,25.0,Male,44.0,Quarterly,3.0,37.0,,Normal,0
CUST-001256,Bitola,20.0,,35.0,Monthly,4.0,56.0,,Normal,1
CUST-001257,Tetovo,18.0,Male,,Monthly,7.0,70.0,507.0,,1
CUST-001258,Tetovo,26.0,,16.0,Monthly,7.0,,493.0,Overweight,0
CUST-001259,Veles,25.0,Female,5.0,Annually,5.0,51.0,268.0,Normal,0
CUST-001260,Ohrid,28.0,Male,40.0,Annually,11.0,44.0,422.0,Normal,1
CUST-001261,Stip,,Male,22.0,Annually,10.0,,,Normal,1
CUST-001262,,26.0,Female,10.0,Monthly,5.0,,268.0,Normal,0
CUST-001263,Veles,27.0,Female,20.0,Monthly,,79.0,441.0,Overweight,0
CUST-001264,Bitola,18.0,Female,1.0,Annually,1.0,62.0,0.0,Normal,0
CUST-001265,Skopje,18.0,Male,6.0,Quarterly,8.0,49.0,,Normal,1
CUST-001266,,34.0,Female,20.0,Monthly,11.0,44.0,628.0,Normal,1
CUST-001267,Ohrid,19.0,Female,30.0,Annually,7.0,,400.0,Normal,0
CUST-001268,Stip,18.0,Male,1.0,Monthly,13.0,36.0,432.0,Underweight,1
CUST-001269,Skopje,24.0,Male,15.0,Monthly,,,197.0,Normal,1
CUST-001270,Ohrid,24.0,Male,32.0,Annually,4.0,47.0,228.0,Overweight,1
CUST-001271,Skopje,19.0,,2.0,Quarterly,10.0,,544.0,Normal,1
CUST-001272,Stip,23.0,Male,22.0,Monthly,5.0,68.0,,Normal,0
CUST-001273,Kumanovo,32.0,Female,20.0,Quarterly,2.0,74.0,,Normal,0
CUST-001274,,20.0,Female,40.0,Annually,11.0,63.0,,Normal,1
CUST-001275,Kumanovo,18.0,Female,17.0,Monthly,7.0,76.0,505.0,Normal,1
CUST-001276,Kumanovo,30.0,Female,17.0,Annually,7.0,80.0,654.0,Overweight,0
CUST-001277,,27.0,Male,30.0,Monthly,5.0,63.0,269.0,Normal,1
CUST-001278,Skopje,21.0,Female,4.0,Monthly,4.0,,,Overweight,1
CUST-001279,Veles,18.0,Male,17.0,Monthly,6.0,,350.0,Normal,1
CUST-001280,Kumanovo,20.0,Female,14.0,Quarterly,10.0,,482.0,Normal,1
CUST-001281,Kumanovo,24.0,Female,18.0,Monthly,10.0,79.0,834.0,Obese,1
