student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-000920,Veles,26.0,Female,17.0,Quarterly,7.0,45.0,319.0,Moderate,1
STUDENT-000921,,18.0,Female,,Quarterly,5.0,,,Moderate,1
STUDENT-000922,Prilep,28.0,Female,31.0,Monthly,4.0,,342.0,Moderate,0
STUDENT-000923,Bitola,31.0,Male,10.0,Monthly,2.0,64.0,163.0,Moderate,1
STUDENT-000924,Bitola,20.0,Male,19.0,Monthly,4.0,81.0,296.0,Moderate,1
STUDENT-000925,,18.0,Male,2.0,Annually,6.0,,377.0,Moderate,0
STUDENT-000926,Tetovo,18.0,Male,13.0,Quarterly,6.0,59.0,352.0,Moderate,1
STUDENT-000927,,23.0,Female,16.0,Monthly,6.0,45.0,269.0,Moderate,1
STUDENT-000928,Prilep,21.0,Male,19.0,Quarterly,6.0,,378.0,Moderate,1
STUDENT-000929,Tetovo,18.0,Male,25.0,Monthly,7.0,78.0,517.0,Moderate,1
STUDENT-000930,Tetovo,27.0,Male,37.0,Monthly,,,,Moderate,1
STUDENT-000931,Kumanovo,22.0,Female,28.0,Annually,2.0,,,Moderate,0
STUDENT-000932,Ohrid,18.0,Male,,Monthly,7.0,86.0,695.0,High,1
STUDENT-000933,Kumanovo,21.0,Male,,Monthly,,57.0,175.0,Moderate,0
STUDENT-000934,Prilep,31.0,Male,,Quarterly,12.0,74.0,,Moderate,1
STUDENT-000935,Stip,28.0,Female,19.0,Monthly,5.0,63.0,247.0,Moderate,1
STUDENT-000936,Bitola,24.0,Male,32.0,Quarterly,5.0,88.0,413.0,Moderate,0
STUDENT-000937,Bitola,28.0,Female,,Monthly,3.0,71.0,193.0,Moderate,1
STUDENT-000938,,18.0,Male,27.0,Quarterly,5.0,,,Moderate,1
STUDENT-000939,Tetovo,25.0,Male,2.0,Quarterly,6.0,57.0,379.0,Moderate,0
STUDENT-000940,Kumanovo,25.0,Male,,Monthly,6.0,59.0,,Moderate,1
STUDENT-000941,Prilep,22.0,Male,16.0,Quarterly,3.0,49.0,183.0,Moderate,0
STUDENT-000942,Stip,27.0,Male,29.0,Monthly,,,,High,1
STUDENT-000943,Prilep,20.0,Female,19.0,Monthly,8.0,,534.0,,1
STUDENT-000944,Bitola,28.0,Female,33.0,Annually,10.0,,514.0,Moderate,1
STUDENT-000945,Skopje,28.0,Male,35.0,Monthly,7.0,51.0,,Moderate,0
STUDENT-000946,Stip,18.0,Male,34.0,Quarterly,5.0,58.0,,Moderate,1
STUDENT-000947,,32.0,Female,34.0,Monthly,6.0,60.0,,High,1
STUDENT-000948,Stip,18.0,Male,7.0,Annually,7.0,60.0,,High,1
STUDENT-000949,Ohrid,21.0,Male,25.0,Monthly,2.0,86.0,146.0,,1
STUDENT-000950,Skopje,31.0,Male,12.0,Monthly,2.0,69.0,,Moderate,0
STUDENT-000951,Ohrid,23.0,Male,1.0,Annually,4.0,,349.0,Moderate,0
STUDENT-000952,Tetovo,18.0,Male,16.0,Quarterly,5.0,53.0,370.0,Moderate,1
STUDENT-000953,Prilep,18.0,Female,35.0,Annually,,71.0,267.0,Moderate,1
STUDENT-000954,Veles,31.0,Female,25.0,Monthly,10.0,54.0,,High,1
STUDENT-000955,Tetovo,18.0,Female,44.0,Quarterly,3.0,,182.0,High,0
STUDENT-000956,Prilep,31.0,Male,22.0,Annually,7.0,92.0,,Moderate,1
STUDENT-000957,Kumanovo,24.0,Male,49.0,Quarterly,5.0,48.0,,Moderate,0
STUDENT-000958,Stip,18.0,Male,22.0,Quarterly,5.0,30.0,205.0,,1
STUDENT-000959,Prilep,21.0,Male,20.0,Monthly,8.0,49.0,491.0,Moderate,1
STUDENT-000960,,18.0,,4.0,Annually,6.0,30.0,,Moderate,0
STUDENT-000961,,30.0,Male,33.0,Annually,8.0,45.0,368.0,Moderate,1
STUDENT-000962,Veles,29.0,Male,13.0,Quarterly,7.0,47.0,446.0,High,1
STUDENT-000963,Bitola,18.0,Male,12.0,Annually,,60.0,585.0,Moderate,1
STUDENT-000964,Stip,22.0,Male,35.0,Quarterly,4.0,30.0,,Moderate,0
STUDENT-000965,Tetovo,19.0,Female,33.0,Quarterly,9.0,77.0,666.0,High,1
STUDENT-000966,,32.0,Male,33.0,Monthly,8.0,31.0,311.0,High,1
STUDENT-000967,Ohrid,18.0,Female,15.0,Quarterly,7.0,,477.0,Moderate,1
STUDENT-000968,Stip,34.0,Male,19.0,Annually,3.0,,174.0,High,1
STUDENT-000969,Skopje,24.0,Female,19.0,Quarterly,3.0,72.0,217.0,Moderate,1
STUDENT-000970,Ohrid,18.0,Male,,Monthly,6.0,65.0,286.0,Low,0
STUDENT-000971,,20.0,Female,38.0,Quarterly,5.0,77.0,470.0,Moderate,1
STUDENT-000972,,20.0,Male,24.0,Annually,1.0,54.0,32.0,Moderate,0
STUDENT-000973,Prilep,18.0,Male,43.0,Annually,8.0,,415.0,Moderate,1
STUDENT-000974,Bitola,25.0,Female,30.0,Monthly,5.0,,388.0,Moderate,1
STUDENT-000975,Bitola,18.0,Male,17.0,Monthly,8.0,75.0,611.0,Moderate,0
STUDENT-000976,Skopje,18.0,Male,29.0,Monthly,1.0,72.0,,Moderate,1
STUDENT-000977,Tetovo,22.0,,40.0,Monthly,6.0,,420.0,High,1
STUDENT-000978,Ohrid,18.0,Male,,Annually,8.0,63.0,516.0,Moderate,1
STUDENT-000979,Tetovo,20.0,Female,34.0,Monthly,5.0,59.0,313.0,High,1
STUDENT-000980,Tetovo,19.0,Female,20.0,Quarterly,9.0,66.0,526.0,Moderate,1
STUDENT-000981,Kumanovo,19.0,Male,17.0,Monthly,4.0,90.0,351.0,Moderate,0
STUDENT-000982,Tetovo,37.0,Male,26.0,Monthly,4.0,56.0,289.0,Moderate,1
STUDENT-000983,Kumanovo,25.0,Male,40.0,Annually,6.0,,270.0,Moderate,1
STUDENT-000984,Tetovo,26.0,Female,25.0,Quarterly,7.0,53.0,328.0,High,1
STUDENT-000985,Kumanovo,18.0,Male,,Monthly,7.0,65.0,402.0,Moderate,1
STUDENT-000986,Tetovo,21.0,Male,20.0,Monthly,4.0,30.0,129.0,Moderate,0
STUDENT-000987,Ohrid,26.0,Male,16.0,Monthly,15.0,57.0,939.0,Low,1
STUDENT-000988,Bitola,18.0,,18.0,Annually,6.0,73.0,470.0,Moderate,1
STUDENT-000989,Veles,30.0,Female,,Monthly,7.0,52.0,233.0,Moderate,1
STUDENT-000990,Ohrid,18.0,Female,40.0,Quarterly,13.0,,844.0,Moderate,1
STUDENT-000991,Tetovo,23.0,Female,17.0,Monthly,7.0,91.0,610.0,Low,1
STUDENT-000992,Bitola,21.0,Female,20.0,Quarterly,4.0,64.0,286.0,,0
STUDENT-000993,Prilep,25.0,,9.0,Monthly,3.0,,81.0,Moderate,0
STUDENT-000994,Tetovo,21.0,Female,28.0,Annually,6.0,38.0,176.0,Moderate,0
STUDENT-000995,,23.0,Female,36.0,Annually,1.0,56.0,51.0,,0
STUDENT-000996,Tetovo,23.0,,39.0,Monthly,5.0,47.0,208.0,Moderate,1
STUDENT-000997,Ohrid,,Female,,Quarterly,,,445.0,High,1
STUDENT-000998,Stip,27.0,Female,26.0,Monthly,5.0,55.0,,Moderate,1
STUDENT-000999,Tetovo,26.0,,18.0,Monthly,7.0,77.0,471.0,Moderate,1
STUDENT-001000,,24.0,Male,26.0,Monthly,,43.0,301.0,Moderate,1
STUDENT-001001,Kumanovo,22.0,Male,23.0,Monthly,7.0,,458.0,,1
STUDENT-001002,,29.0,Female,20.0,Monthly,,63.0,475.0,Moderate,1
STUDENT-001003,Stip,23.0,,21.0,Monthly,7.0,65.0,416.0,,1
STUDENT-001004,Bitola,23.0,Female,25.0,Annually,3.0,,141.0,Moderate,0
STUDENT-001005,Stip,25.0,Male,16.0,Monthly,5.0,30.0,109.0,High,0
STUDENT-001006,Veles,35.0,Female,17.0,Quarterly,7.0,,480.0,,0
STUDENT-001007,Tetovo,18.0,Male,40.0,Quarterly,6.0,,292.0,Moderate,0
STUDENT-001008,,29.0,Female,52.0,Monthly,7.0,72.0,557.0,High,1
STUDENT-001009,Tetovo,18.0,Female,5.0,Monthly,,70.0,318.0,Very High,1
STUDENT-001010,Ohrid,26.0,Male,4.0,Monthly,6.0,63.0,,Moderate,1
STUDENT-001011,Veles,34.0,Male,8.0,Quarterly,7.0,64.0,511.0,Moderate,1
STUDENT-001012,Bitola,27.0,Male,18.0,Monthly,,80.0,,High,1
STUDENT-001013,Ohrid,26.0,Male,30.0,Quarterly,0.0,77.0,0.0,High,0
STUDENT-001014,,21.0,Female,,Monthly,3.0,64.0,228.0,High,0
STUDENT-001015,Veles,25.0,Female,,Monthly,10.0,92.0,,High,1
STUDENT-001016,Prilep,23.0,Female,26.0,Annually,7.0,50.0,327.0,Moderate,0
STUDENT-001017,Prilep,20.0,Female,11.0,Quarterly,5.0,42.0,,Moderate,1
STUDENT-001018,Skopje,23.0,Male,17.0,Quarterly,5.0,59.0,285.0,Moderate,1
STUDENT-001019,Skopje,26.0,Female,19.0,Monthly,5.0,54.0,,High,0
STUDENT-001020,Skopje,20.0,Female,1.0,Monthly,4.0,30.0,187.0,Moderate,0
STUDENT-001021,Skopje,20.0,Male,6.0,Annually,6.0,50.0,275.0,Moderate,0
STUDENT-001022,Veles,18.0,,6.0,Quarterly,,65.0,225.0,Moderate,0
STUDENT-001023,Veles,,Male,29.0,Monthly,7.0,59.0,,Moderate,1
STUDENT-001024,Veles,28.0,,22.0,Annually,6.0,48.0,,Moderate,1
STUDENT-001025,Skopje,26.0,Female,27.0,Quarterly,5.0,,255.0,High,1
STUDENT-001026,Skopje,30.0,Female,1.0,Monthly,6.0,61.0,403.0,High,1
STUDENT-001027,Ohrid,25.0,Male,2.0,Monthly,,70.0,288.0,Moderate,1
STUDENT-001028,Tetovo,27.0,,27.0,Quarterly,,50.0,488.0,Low,1
STUDENT-001029,,26.0,Male,1.0,Monthly,9.0,73.0,675.0,Moderate,1
STUDENT-001030,Prilep,24.0,Female,34.0,Quarterly,5.0,43.0,176.0,Very High,1
STUDENT-001031,Bitola,21.0,Male,1.0,Quarterly,8.0,,415.0,Moderate,1
STUDENT-001032,Kumanovo,38.0,Female,30.0,Monthly,3.0,85.0,331.0,Moderate,0
STUDENT-001033,Ohrid,22.0,Female,,Annually,6.0,44.0,,Moderate,1
STUDENT-001034,Skopje,21.0,Male,32.0,Monthly,9.0,50.0,540.0,Moderate,1
STUDENT-001035,Kumanovo,27.0,Male,58.0,Monthly,4.0,41.0,159.0,Moderate,0
STUDENT-001036,Stip,26.0,,1.0,Quarterly,8.0,47.0,436.0,Moderate,0
STUDENT-001037,,18.0,Male,28.0,Quarterly,3.0,,153.0,,0
STUDENT-001038,Prilep,31.0,Male,1.0,Monthly,6.0,70.0,426.0,Moderate,1
STUDENT-001039,Veles,24.0,Male,25.0,Quarterly,8.0,59.0,416.0,High,1
STUDENT-001040,Kumanovo,18.0,Male,17.0,Monthly,8.0,55.0,391.0,Moderate,1
STUDENT-001041,Veles,32.0,Female,21.0,Annually,6.0,41.0,232.0,Moderate,1
STUDENT-001042,Prilep,28.0,Female,9.0,Annually,,49.0,410.0,Moderate,1
STUDENT-001043,Ohrid,18.0,Male,,Monthly,5.0,36.0,,Moderate,1
STUDENT-001044,Kumanovo,,Male,2.0,Monthly,2.0,71.0,123.0,Moderate,0
STUDENT-001045,Bitola,28.0,Male,34.0,Quarterly,8.0,72.0,,Moderate,1
STUDENT-001046,Bitola,,Male,15.0,Monthly,7.0,59.0,334.0,High,1
STUDENT-001047,Tetovo,34.0,Female,,Annually,5.0,66.0,372.0,Moderate,1
STUDENT-001048,Kumanovo,25.0,Male,,Monthly,8.0,73.0,685.0,,1
STUDENT-001049,Skopje,24.0,Female,,Monthly,6.0,61.0,455.0,Moderate,1
STUDENT-001050,Tetovo,21.0,Female,42.0,Monthly,10.0,80.0,,Moderate,1
STUDENT-001051,Ohrid,28.0,Female,34.0,Monthly,10.0,44.0,442.0,High,1
STUDENT-001052,Tetovo,27.0,Female,10.0,Monthly,7.0,54.0,356.0,Moderate,0
STUDENT-001053,Stip,25.0,Male,18.0,Quarterly,6.0,52.0,341.0,Moderate,1
STUDENT-001054,Skopje,20.0,Male,21.0,Quarterly,4.0,69.0,261.0,Moderate,1
STUDENT-001055,Stip,25.0,Male,,Monthly,7.0,,161.0,Moderate,0
STUDENT-001056,Prilep,24.0,Female,25.0,Monthly,5.0,81.0,454.0,Moderate,1
STUDENT-001057,Veles,18.0,Female,22.0,Monthly,2.0,68.0,,Moderate,1
STUDENT-001058,,18.0,Male,17.0,Monthly,4.0,86.0,255.0,Moderate,1
STUDENT-001059,Ohrid,28.0,Male,19.0,Quarterly,5.0,59.0,,Moderate,1
STUDENT-001060,,18.0,Male,35.0,Quarterly,8.0,51.0,395.0,Moderate,1
STUDENT-001061,Kumanovo,26.0,Female,20.0,Quarterly,7.0,,483.0,Moderate,1
STUDENT-001062,Bitola,22.0,Female,,Annually,2.0,75.0,,Moderate,0
STUDENT-001063,,32.0,Female,13.0,Quarterly,6.0,,376.0,Moderate,0
STUDENT-001064,Veles,22.0,Female,13.0,Annually,6.0,,,,1
STUDENT-001065,Prilep,28.0,Male,,Annually,3.0,32.0,,Moderate,0
STUDENT-001066,Stip,22.0,Female,10.0,Monthly,4.0,63.0,,Moderate,1
STUDENT-001067,Kumanovo,25.0,Female,37.0,Monthly,9.0,83.0,822.0,Moderate,1
STUDENT-001068,Ohrid,29.0,Male,17.0,Monthly,5.0,40.0,166.0,Moderate,1
STUDENT-001069,,22.0,Female,28.0,Monthly,,55.0,199.0,Moderate,1
STUDENT-001070,Kumanovo,30.0,Male,1.0,Quarterly,4.0,,278.0,Moderate,0
STUDENT-001071,Bitola,19.0,,,Monthly,7.0,88.0,695.0,Moderate,1
STUDENT-001072,Veles,26.0,Female,,Monthly,7.0,,,Moderate,1
STUDENT-001073,Tetovo,30.0,Female,14.0,Monthly,4.0,66.0,165.0,Moderate,1
STUDENT-001074,,28.0,,22.0,Quarterly,1.0,73.0,101.0,Moderate,0
STUDENT-001075,Bitola,36.0,Male,14.0,Quarterly,2.0,73.0,162.0,Moderate,0
STUDENT-001076,Kumanovo,20.0,Female,1.0,Annually,7.0,40.0,276.0,High,0
STUDENT-001077,Bitola,18.0,Female,31.0,Monthly,10.0,70.0,,Moderate,1
STUDENT-001078,Prilep,19.0,Female,,Monthly,,44.0,297.0,,0
STUDENT-001079,Veles,28.0,Female,16.0,Annually,5.0,57.0,347.0,Moderate,1
STUDENT-001080,,27.0,Male,8.0,Quarterly,8.0,77.0,669.0,High,1
STUDENT-001081,Stip,25.0,Female,2.0,Monthly,9.0,61.0,561.0,,1
STUDENT-001082,Stip,18.0,Female,22.0,Quarterly,8.0,76.0,,High,1
STUDENT-001083,Tetovo,29.0,Male,39.0,Monthly,,79.0,528.0,Moderate,1
STUDENT-001084,,18.0,Female,22.0,Annually,5.0,33.0,,,0
STUDENT-001085,Veles,31.0,Female,3.0,Quarterly,,30.0,,Moderate,0
STUDENT-001086,Veles,42.0,Female,22.0,Monthly,5.0,77.0,388.0,Moderate,1
STUDENT-001087,,27.0,Female,19.0,Quarterly,7.0,78.0,624.0,Moderate,1
STUDENT-001088,Kumanovo,28.0,Male,,Monthly,11.0,63.0,662.0,,1
STUDENT-001089,Bitola,,Female,27.0,Monthly,5.0,65.0,354.0,High,1
STUDENT-001090,Tetovo,18.0,Male,1.0,Annually,8.0,73.0,495.0,Moderate,1
STUDENT-001091,Prilep,21.0,Female,,Quarterly,7.0,73.0,575.0,High,1
STUDENT-001092,Veles,18.0,,7.0,Monthly,9.0,,499.0,,1
STUDENT-001093,Prilep,18.0,,2.0,Monthly,6.0,74.0,427.0,High,0
STUDENT-001094,Ohrid,35.0,Female,17.0,Annually,1.0,54.0,181.0,Moderate,0
STUDENT-001095,Skopje,26.0,Female,24.0,Monthly,4.0,63.0,316.0,Moderate,0
STUDENT-001096,Veles,27.0,Female,1.0,Monthly,9.0,63.0,504.0,Moderate,1
STUDENT-001097,Veles,23.0,,28.0,Quarterly,6.0,47.0,275.0,Moderate,1
STUDENT-001098,,23.0,Female,29.0,Annually,10.0,48.0,644.0,Moderate,1
STUDENT-001099,Prilep,,Female,20.0,Quarterly,8.0,93.0,862.0,Moderate,1
STUDENT-001100,Prilep,24.0,Male,9.0,Annually,5.0,46.0,285.0,Moderate,0
STUDENT-001101,Prilep,28.0,Female,8.0,Monthly,7.0,65.0,,High,0
STUDENT-001102,Stip,23.0,Female,32.0,Annually,7.0,68.0,555.0,Moderate,1
STUDENT-001103,,22.0,Female,1.0,Monthly,5.0,59.0,256.0,High,0
STUDENT-001104,Ohrid,18.0,,32.0,Quarterly,5.0,70.0,429.0,Very High,0
STUDENT-001105,Bitola,18.0,Male,18.0,Quarterly,6.0,64.0,340.0,Moderate,1
STUDENT-001106,Bitola,23.0,,18.0,Monthly,,,351.0,Moderate,1
STUDENT-001107,Stip,25.0,Male,1.0,Monthly,3.0,68.0,165.0,Moderate,0
STUDENT-001108,Stip,18.0,Male,18.0,Monthly,3.0,51.0,131.0,High,1
STUDENT-001109,Skopje,24.0,Male,27.0,Monthly,6.0,86.0,553.0,Moderate,1
STUDENT-001110,,25.0,Male,3.0,Annually,5.0,66.0,250.0,Moderate,0
STUDENT-001111,Bitola,18.0,Male,25.0,Monthly,6.0,49.0,,High,1
STUDENT-001112,Bitola,19.0,Female,21.0,Quarterly,8.0,65.0,,High,1
STUDENT-001113,Ohrid,27.0,Male,12.0,Monthly,6.0,,211.0,Moderate,0
STUDENT-001114,Bitola,27.0,,30.0,Monthly,0.0,63.0,37.0,Moderate,0
STUDENT-001115,Prilep,18.0,Male,1.0,Monthly,8.0,56.0,525.0,Moderate,1
STUDENT-001116,Stip,25.0,Female,24.0,Monthly,3.0,47.0,121.0,,1
STUDENT-001117,Tetovo,,Male,39.0,Quarterly,7.0,47.0,,High,0
STUDENT-001118,Kumanovo,29.0,Male,,Annually,9.0,,808.0,Moderate,1
STUDENT-001119,Prilep,24.0,Female,24.0,Monthly,9.0,61.0,,,1
STUDENT-001120,,22.0,Male,,Annually,8.0,53.0,442.0,High,1
STUDENT-001121,Skopje,21.0,Female,12.0,Quarterly,7.0,50.0,345.0,Moderate,1
STUDENT-001122,Ohrid,27.0,Male,16.0,Quarterly,6.0,67.0,427.0,,1
STUDENT-001123,Bitola,26.0,Male,26.0,Monthly,6.0,50.0,321.0,Moderate,1
STUDENT-001124,Veles,28.0,Male,10.0,Monthly,4.0,43.0,221.0,Low,0
STUDENT-001125,Veles,25.0,Female,29.0,Annually,6.0,59.0,329.0,Moderate,1
STUDENT-001126,,29.0,Male,,Quarterly,7.0,59.0,,Moderate,1
STUDENT-001127,Kumanovo,25.0,,19.0,Monthly,4.0,,,,1
STUDENT-001128,,29.0,Male,3.0,Annually,5.0,46.0,,High,0
STUDENT-001129,,30.0,Female,3.0,Monthly,3.0,,177.0,,0
STUDENT-001130,Prilep,20.0,Male,29.0,Annually,6.0,52.0,269.0,,1
STUDENT-001131,,18.0,Male,,Monthly,6.0,50.0,338.0,Very High,1
STUDENT-001132,Veles,34.0,Male,30.0,Annually,3.0,64.0,,High,0
STUDENT-001133,Veles,26.0,Female,13.0,Monthly,5.0,93.0,,Moderate,0
STUDENT-001134,Tetovo,18.0,Male,29.0,Monthly,6.0,79.0,541.0,Moderate,1
STUDENT-001135,Skopje,20.0,Female,18.0,Quarterly,9.0,89.0,733.0,Moderate,1
STUDENT-001136,Kumanovo,29.0,Female,11.0,Monthly,,51.0,165.0,Moderate,0
STUDENT-001137,Ohrid,23.0,Female,15.0,Annually,3.0,,,High,1
STUDENT-001138,,21.0,Male,5.0,Monthly,5.0,63.0,219.0,Moderate,0
STUDENT-001139,Tetovo,,Female,43.0,Monthly,9.0,74.0,576.0,,1
STUDENT-001140,Stip,18.0,,18.0,Monthly,6.0,66.0,403.0,Moderate,1
STUDENT-001141,Ohrid,20.0,,27.0,Annually,,54.0,475.0,Moderate,1
STUDENT-001142,Stip,26.0,Female,13.0,Quarterly,2.0,70.0,217.0,Moderate,1
STUDENT-001143,Veles,27.0,,7.0,Annually,7.0,67.0,,Moderate,1
STUDENT-001144,Ohrid,27.0,Female,17.0,Monthly,5.0,,216.0,Moderate,1
STUDENT-001145,Prilep,30.0,,,Annually,6.0,58.0,298.0,Moderate,1
STUDENT-001146,,26.0,Male,13.0,Quarterly,6.0,73.0,387.0,Moderate,1
STUDENT-001147,Veles,27.0,Female,9.0,Monthly,4.0,64.0,,Moderate,1
STUDENT-001148,Kumanovo,23.0,Female,21.0,Monthly,6.0,67.0,487.0,Moderate,1
STUDENT-001149,Veles,25.0,Female,25.0,Monthly,4.0,,130.0,High,0
STUDENT-001150,Ohrid,25.0,Female,39.0,Annually,9.0,63.0,644.0,Moderate,1
STUDENT-001151,Tetovo,26.0,Male,24.0,Annually,5.0,58.0,174.0,Moderate,1
STUDENT-001152,,29.0,,27.0,Monthly,,56.0,471.0,Moderate,1
STUDENT-001153,Stip,28.0,Male,28.0,Annually,4.0,49.0,189.0,,0
STUDENT-001154,Ohrid,25.0,Female,6.0,Monthly,5.0,73.0,352.0,Moderate,1
STUDENT-001155,Tetovo,20.0,Male,8.0,Monthly,6.0,65.0,,Moderate,1
STUDENT-001156,Skopje,25.0,Female,6.0,Monthly,6.0,63.0,,Moderate,1
STUDENT-001157,Veles,,Female,4.0,Monthly,10.0,90.0,926.0,Moderate,1
STUDENT-001158,Prilep,26.0,Female,29.0,Monthly,6.0,67.0,405.0,Moderate,1
STUDENT-001159,Ohrid,38.0,Male,,Monthly,7.0,78.0,602.0,Moderate,1
STUDENT-001160,Tetovo,21.0,Female,20.0,Monthly,7.0,64.0,543.0,Moderate,1
STUDENT-001161,,27.0,Male,1.0,Quarterly,2.0,54.0,115.0,,0
STUDENT-001162,Veles,31.0,,44.0,Annually,5.0,44.0,,Moderate,1
STUDENT-001163,Tetovo,25.0,,9.0,Quarterly,8.0,,435.0,Moderate,0
STUDENT-001164,Tetovo,39.0,Male,44.0,Monthly,6.0,30.0,281.0,High,0
STUDENT-001165,Skopje,22.0,Male,2.0,Annually,3.0,,286.0,Moderate,0
STUDENT-001166,Skopje,26.0,Female,10.0,Monthly,3.0,64.0,245.0,Moderate,0
STUDENT-001167,Prilep,20.0,Male,1.0,Annually,7.0,,,Low,1
STUDENT-001168,Stip,22.0,Female,24.0,Quarterly,1.0,58.0,106.0,,0
STUDENT-001169,Stip,26.0,Female,,Monthly,4.0,,242.0,Moderate,0
STUDENT-001170,,30.0,Female,7.0,Monthly,7.0,80.0,522.0,High,0
STUDENT-001171,Kumanovo,26.0,Male,3.0,Annually,3.0,54.0,163.0,Moderate,1
STUDENT-001172,Prilep,32.0,Male,29.0,Annually,2.0,45.0,23.0,High,0
STUDENT-001173,,24.0,Male,28.0,Quarterly,11.0,,740.0,Moderate,1
STUDENT-001174,Skopje,23.0,Male,41.0,Annually,7.0,,,Moderate,1
STUDENT-001175,,41.0,Female,11.0,Annually,7.0,54.0,,High,1
STUDENT-001176,Ohrid,27.0,Male,22.0,Monthly,5.0,53.0,273.0,Moderate,0
STUDENT-001177,,20.0,Male,4.0,Monthly,7.0,,,Moderate,1
STUDENT-001178,Ohrid,20.0,Male,15.0,Monthly,1.0,,40.0,Moderate,0
STUDENT-001179,Skopje,19.0,Female,13.0,Quarterly,4.0,67.0,274.0,Moderate,1
STUDENT-001180,Tetovo,30.0,Male,25.0,Monthly,7.0,59.0,400.0,High,1
STUDENT-001181,Stip,22.0,Female,32.0,Annually,5.0,72.0,361.0,Moderate,1
STUDENT-001182,Kumanovo,25.0,Male,31.0,Quarterly,3.0,60.0,194.0,High,1
STUDENT-001183,Prilep,24.0,Female,9.0,Monthly,,66.0,627.0,Moderate,1
STUDENT-001184,Prilep,29.0,Female,31.0,Monthly,,62.0,371.0,Moderate,1
STUDENT-001185,Ohrid,19.0,Male,19.0,Monthly,7.0,68.0,467.0,Moderate,1
STUDENT-001186,Bitola,18.0,Male,,Quarterly,2.0,53.0,,Very High,0
STUDENT-001187,Tetovo,,Male,11.0,Annually,7.0,42.0,404.0,High,1
STUDENT-001188,Tetovo,28.0,Male,13.0,Monthly,7.0,,,Moderate,1
STUDENT-001189,Skopje,26.0,Male,40.0,Quarterly,5.0,82.0,274.0,Moderate,1
STUDENT-001190,Prilep,20.0,Female,23.0,Quarterly,,43.0,,Moderate,0
STUDENT-001191,Ohrid,29.0,Female,22.0,Monthly,5.0,62.0,,High,1
STUDENT-001192,Bitola,20.0,Male,16.0,Quarterly,3.0,53.0,212.0,Moderate,0
STUDENT-001193,Kumanovo,21.0,Female,49.0,Monthly,6.0,73.0,397.0,Moderate,1
STUDENT-001194,Tetovo,19.0,Male,,Monthly,7.0,63.0,,High,1
STUDENT-001195,Kumanovo,32.0,Female,11.0,Monthly,2.0,109.0,215.0,Moderate,0
STUDENT-001196,Kumanovo,28.0,Male,16.0,Annually,7.0,55.0,445.0,Moderate,1
STUDENT-001197,Stip,28.0,Female,17.0,Monthly,6.0,,485.0,Moderate,1
STUDENT-001198,Veles,32.0,Female,21.0,Monthly,8.0,84.0,632.0,,1
STUDENT-001199,Tetovo,,Male,11.0,Quarterly,6.0,68.0,,Moderate,1
STUDENT-001200,Stip,18.0,,25.0,Annually,4.0,60.0,217.0,Moderate,1
STUDENT-001201,Prilep,20.0,Male,37.0,Quarterly,,61.0,311.0,Moderate,0
STUDENT-001202,Stip,21.0,Female,4.0,Monthly,6.0,60.0,323.0,Moderate,1
STUDENT-001203,Veles,19.0,Female,,Quarterly,6.0,76.0,628.0,Moderate,1
STUDENT-001204,Kumanovo,18.0,Female,14.0,Monthly,,46.0,212.0,Moderate,1
STUDENT-001205,Stip,23.0,Female,14.0,Quarterly,10.0,57.0,,Moderate,1
STUDENT-001206,Tetovo,,Female,43.0,Monthly,5.0,55.0,260.0,High,1
STUDENT-001207,Kumanovo,27.0,Male,32.0,Monthly,7.0,34.0,348.0,Moderate,1
STUDENT-001208,Ohrid,25.0,Female,31.0,Monthly,5.0,72.0,293.0,Moderate,1
STUDENT-001209,Stip,27.0,Female,16.0,Quarterly,4.0,75.0,306.0,Moderate,1
STUDENT-001210,Tetovo,28.0,Male,16.0,Monthly,4.0,50.0,241.0,Moderate,1
STUDENT-001211,Veles,28.0,Female,2.0,Monthly,7.0,,514.0,Moderate,1
STUDENT-001212,Prilep,22.0,Male,29.0,Quarterly,5.0,36.0,133.0,Moderate,0
STUDENT-001213,Veles,37.0,Male,25.0,Annually,,,238.0,Moderate,1
STUDENT-001214,Skopje,26.0,Female,35.0,Monthly,6.0,,329.0,Moderate,0
STUDENT-001215,Skopje,18.0,Male,17.0,Quarterly,6.0,,,Moderate,1
STUDENT-001216,Tetovo,18.0,Male,18.0,Quarterly,4.0,61.0,299.0,Moderate,0
STUDENT-001217,Kumanovo,18.0,Male,22.0,Monthly,5.0,58.0,314.0,Moderate,1
STUDENT-001218,Veles,25.0,Female,30.0,Annually,4.0,54.0,249.0,Moderate,1
STUDENT-001219,Prilep,24.0,Female,2.0,Annually,4.0,58.0,251.0,Moderate,1
STUDENT-001220,,22.0,Male,28.0,Monthly,7.0,80.0,617.0,Moderate,1
STUDENT-001221,,37.0,Male,19.0,Monthly,11.0,51.0,639.0,Moderate,1
STUDENT-001222,Stip,28.0,Male,7.0,Monthly,11.0,93.0,1005.0,Moderate,1
STUDENT-001223,Kumanovo,29.0,Female,1.0,Monthly,,50.0,299.0,,1
STUDENT-001224,Prilep,19.0,Male,18.0,Quarterly,6.0,63.0,300.0,Moderate,1
